oil_level_pct,temp_oil_C,temp_winding_C,voltage_A_V,voltage_B_V,voltage_C_V,current_A_A,current_B_A,current_C_A,voltage_avg_V,current_avg_A,voltage_unbal_pct,current_unbal_pct,load_pct,delta_temp_C,power_factor,resistance_pu,fault_label,fault_name
52.56,75.79,91.14,240.74,239.57,241.78,201.35,194.17,197.69,240.7,197.74,0.466,1.828,71.39,15.34,0.8836,0.9938,2,Low_Oil_Level
86.24,59.21,78.67,238.29,289.51,236.57,181.0,2.44,191.72,254.79,125.06,13.629,98.046,44.6,19.46,0.906,19.1703,4,Open_Circuit
84.74,64.21,67.18,237.71,242.73,245.43,182.21,189.45,197.09,241.96,189.58,1.755,3.962,68.84,2.97,0.9113,0.9569,0,Normal
79.45,92.78,114.66,240.47,239.05,238.35,279.7,229.99,268.15,239.29,259.28,0.494,11.294,93.08,21.87,0.8035,1.0555,1,Overheating
83.27,81.07,99.98,238.34,241.53,237.22,285.6,255.23,269.17,239.03,270.0,1.046,5.778,96.78,18.9,0.8209,1.0533,1,Overheating
86.09,68.49,109.44,221.78,230.57,221.32,238.51,237.21,221.08,224.56,232.27,2.676,4.816,78.26,40.95,0.8167,0.8937,6,Over_Current
89.06,60.7,78.47,286.46,283.43,288.15,214.74,201.65,207.07,286.02,207.82,0.902,3.331,89.17,17.77,0.8675,1.054,5,Over_Voltage
33.63,79.35,86.86,236.65,242.17,237.78,196.1,194.22,212.66,238.86,201.0,1.384,5.805,72.0,7.51,0.8856,1.022,2,Low_Oil_Level
91.05,90.89,139.57,189.56,137.05,148.55,3471.17,3338.3,3459.5,158.39,3422.99,19.681,2.474,814.7,48.68,0.628,0.2587,3,Short_Circuit
89.24,59.65,123.19,220.17,232.75,220.99,497.92,443.86,457.66,224.64,466.48,3.61,6.739,157.04,63.54,0.8709,1.017,6,Over_Current
46.34,81.17,90.14,241.24,240.01,237.92,193.01,193.66,191.01,239.72,192.56,0.754,0.803,69.24,8.97,0.806,0.9933,2,Low_Oil_Level
80.79,75.95,102.51,242.37,241.58,240.69,227.14,260.67,254.67,241.55,247.49,0.354,8.223,89.66,26.57,0.8466,0.9808,1,Overheating
87.43,62.55,79.23,298.71,300.16,299.71,209.46,222.12,211.5,299.53,214.36,0.273,3.619,96.31,16.68,0.8121,1.0017,5,Over_Voltage
42.91,83.24,76.79,236.92,239.0,239.06,181.04,188.98,190.94,238.33,186.99,0.592,3.182,66.85,-6.45,0.8503,1.0069,2,Low_Oil_Level
90.21,74.14,98.2,222.33,231.02,221.17,405.98,424.17,412.28,224.84,414.14,2.748,2.422,139.72,24.06,0.8123,1.0637,6,Over_Current
79.15,78.53,116.4,242.83,238.86,239.51,280.48,260.67,240.66,240.4,260.6,1.011,7.654,94.01,37.88,0.8282,0.9858,1,Overheating
88.42,53.77,72.62,238.23,241.39,239.88,194.44,201.24,191.07,239.83,195.58,0.668,2.894,70.37,18.85,0.8682,1.029,0,Normal
89.45,76.88,138.14,141.08,147.03,129.89,2685.84,2680.82,2903.86,139.33,2756.84,6.775,5.333,575.14,61.26,0.7279,0.2513,3,Short_Circuit
84.4,84.74,95.64,239.67,237.29,238.2,258.13,245.78,239.15,238.38,247.69,0.539,4.217,88.58,10.9,0.8647,1.0454,1,Overheating
82.85,74.55,118.87,241.36,240.92,237.27,256.97,266.75,261.79,239.85,261.84,1.074,1.877,94.2,44.33,0.8624,1.0007,1,Overheating
80.07,59.86,83.55,298.18,302.7,300.55,210.42,199.48,221.2,300.48,210.36,0.764,5.173,94.8,23.69,0.8426,1.0378,5,Over_Voltage
80.26,84.35,118.91,241.3,237.28,239.5,303.26,257.63,255.81,239.36,272.24,0.869,11.396,97.79,34.56,0.8343,0.9232,1,Overheating
81.61,79.92,103.65,232.44,221.17,223.31,459.1,508.81,500.08,225.64,489.33,3.014,6.178,165.46,23.73,0.8492,1.0128,6,Over_Current
91.5,95.43,139.01,148.57,201.24,125.79,1291.93,1289.95,1331.93,158.53,1304.61,26.939,2.095,309.54,43.58,0.5644,0.3498,3,Short_Circuit
83.1,79.46,106.38,237.05,239.94,238.38,267.79,282.6,275.53,238.46,275.31,0.622,2.731,98.48,26.92,0.8456,1.0202,1,Overheating
91.64,79.07,111.87,234.99,222.31,232.01,377.36,394.19,440.88,229.77,404.15,3.247,9.09,139.3,32.81,0.8148,1.001,6,Over_Current
92.05,57.22,87.47,235.22,279.09,237.94,198.64,1.94,200.82,250.75,133.8,11.302,98.551,47.52,30.25,0.894,10.1771,4,Open_Circuit
88.5,48.57,64.72,240.92,240.88,237.95,200.15,185.69,200.5,239.92,195.44,0.819,4.993,70.33,16.15,0.9021,0.9505,0,Normal
86.98,60.31,75.59,280.57,278.71,279.5,225.74,204.91,200.67,279.59,210.44,0.351,7.268,88.27,15.29,0.8159,1.0031,5,Over_Voltage
93.87,69.94,88.23,287.2,295.52,286.98,212.21,223.64,223.05,289.9,219.64,1.939,3.381,95.52,18.29,0.8196,1.0528,5,Over_Voltage
88.47,61.0,73.42,280.61,275.59,271.4,208.68,212.1,217.12,275.87,212.63,1.719,2.108,87.97,12.42,0.8255,0.9437,5,Over_Voltage
40.68,74.32,91.96,241.71,246.57,240.13,184.92,185.94,185.86,242.8,185.57,1.55,0.353,67.59,17.64,0.8465,0.9846,2,Low_Oil_Level
85.89,75.47,102.22,224.47,226.98,219.34,381.97,349.54,378.17,223.6,369.89,1.902,5.502,124.01,26.75,0.849,1.0368,6,Over_Current
89.26,65.13,70.53,304.51,308.05,305.8,205.15,213.46,206.43,306.12,208.35,0.631,2.454,95.68,5.41,0.8358,0.9916,5,Over_Voltage
86.16,99.5,141.96,127.67,152.88,190.58,2147.48,1983.18,2040.29,157.04,2056.98,21.358,4.399,483.1,42.46,0.7507,0.1661,3,Short_Circuit
84.63,57.15,78.9,299.74,296.55,303.5,227.19,200.49,201.05,299.93,209.57,1.192,8.403,94.29,21.75,0.7902,1.0724,5,Over_Voltage
85.28,69.22,99.17,228.2,227.84,222.89,320.76,284.25,319.89,226.31,308.3,1.511,7.802,104.63,29.95,0.8474,0.9825,6,Over_Current
90.42,53.19,62.35,240.26,240.7,241.53,204.66,189.43,181.17,240.83,191.75,0.289,6.73,69.26,9.16,0.8803,0.9906,0,Normal
84.03,82.86,103.8,221.93,228.84,235.52,234.44,226.69,253.39,228.76,238.17,2.987,6.388,81.79,20.94,0.8206,0.9412,6,Over_Current
75.05,95.44,115.58,240.95,233.64,240.88,245.96,276.73,262.47,238.49,261.72,2.035,6.023,93.57,20.14,0.8816,0.9968,1,Overheating
91.13,87.04,127.67,140.93,141.34,147.62,3065.02,3134.81,3134.35,143.29,3111.39,3.02,1.49,668.85,40.63,0.7798,0.1241,3,Short_Circuit
93.1,48.83,70.05,237.89,236.81,273.78,197.09,193.62,1.68,249.49,130.8,9.733,98.715,46.6,21.22,0.8557,16.8426,4,Open_Circuit
87.3,74.1,107.14,226.98,227.2,228.26,321.88,358.5,314.63,227.48,331.67,0.344,8.089,113.16,33.03,0.7734,0.9813,6,Over_Current
43.37,75.28,94.92,240.12,239.25,237.41,202.44,192.6,196.83,238.93,197.29,0.634,2.61,70.71,19.64,0.8441,0.9953,2,Low_Oil_Level
88.34,69.04,73.52,282.47,286.85,287.48,206.91,220.28,205.92,285.6,211.04,1.096,4.381,90.41,4.48,0.7985,0.9101,5,Over_Voltage
80.93,50.65,60.09,238.59,236.79,237.7,196.32,206.83,198.35,237.69,200.5,0.38,3.159,71.48,9.44,0.8773,0.9808,0,Normal
88.98,55.12,64.24,243.02,239.87,238.76,195.41,187.1,199.24,240.55,193.91,1.028,3.516,69.97,9.12,0.9011,1.0334,0,Normal
51.68,79.4,81.83,242.62,239.16,238.78,186.93,187.43,199.34,240.19,191.23,1.014,4.238,68.89,2.44,0.874,1.0413,2,Low_Oil_Level
83.53,60.08,76.78,311.21,301.18,295.42,211.93,213.16,223.07,302.61,216.05,2.844,3.247,98.03,16.7,0.8354,0.921,5,Over_Voltage
92.59,63.98,102.01,227.9,226.95,224.22,369.63,380.03,416.4,226.36,388.69,0.946,7.13,131.93,38.03,0.8151,1.0752,6,Over_Current
39.77,76.18,108.99,237.51,242.67,234.28,201.92,194.69,205.37,238.15,200.66,1.896,2.975,71.66,32.81,0.8325,1.0891,2,Low_Oil_Level
90.35,55.08,74.2,268.61,267.76,270.79,223.24,207.2,209.02,269.05,213.15,0.644,4.732,86.02,19.11,0.8488,0.9362,5,Over_Voltage
50.63,70.87,95.19,241.18,238.53,240.35,185.16,188.53,174.25,240.02,182.65,0.62,4.595,65.75,24.32,0.7991,0.9623,2,Low_Oil_Level
28.88,73.2,98.44,238.36,238.4,243.24,205.01,192.48,195.49,240.0,197.66,1.35,3.718,71.15,25.24,0.8293,0.9771,2,Low_Oil_Level
87.01,73.06,102.53,217.37,231.44,226.33,372.03,398.92,391.18,225.04,387.37,3.409,3.962,130.86,29.47,0.8389,1.0367,6,Over_Current
47.45,65.69,95.03,240.06,239.74,238.33,200.71,193.5,198.86,239.38,197.69,0.437,2.12,70.98,29.34,0.8542,0.9717,2,Low_Oil_Level
89.45,52.63,84.43,287.25,238.44,236.6,1.44,205.95,199.68,254.1,135.69,13.047,98.938,48.38,31.8,0.9019,18.7671,4,Open_Circuit
87.74,75.17,141.95,139.64,205.19,157.74,1994.09,1729.27,1803.88,167.52,1842.41,22.483,8.232,458.91,66.78,0.6606,0.109,3,Short_Circuit
36.08,69.0,87.89,241.28,237.95,240.84,188.73,197.95,194.01,240.02,193.56,0.863,2.499,69.68,18.9,0.8625,1.0185,2,Low_Oil_Level
83.33,86.05,102.02,232.51,234.37,227.11,393.13,392.35,400.95,231.33,395.48,1.822,1.384,137.21,15.98,0.8158,0.9152,6,Over_Current
88.83,56.09,61.26,237.9,240.34,239.11,193.54,188.0,188.38,239.12,189.97,0.511,1.876,68.14,5.17,0.8615,1.0174,0,Normal
75.78,80.77,105.1,241.84,239.65,239.68,274.84,245.7,271.61,240.39,264.05,0.602,6.95,95.23,24.33,0.8517,0.9506,1,Overheating
75.52,79.38,122.91,237.91,235.77,240.56,254.33,284.38,231.24,238.08,256.65,1.042,10.805,91.59,43.53,0.8309,0.9653,1,Overheating
86.37,58.25,75.46,241.39,265.04,237.66,197.49,2.88,201.92,248.03,134.1,6.858,97.853,48.21,17.21,0.8402,18.0387,4,Open_Circuit
90.08,51.38,86.42,282.43,237.59,239.2,2.27,186.61,207.78,253.07,132.22,11.599,98.287,47.34,35.04,0.8382,12.2325,4,Open_Circuit
82.01,48.07,68.01,234.55,294.5,239.1,197.53,1.99,209.37,256.05,136.3,15.017,98.537,48.49,19.94,0.8757,6.1947,4,Open_Circuit
82.89,62.48,71.91,298.11,296.78,300.45,212.55,215.06,214.71,298.45,214.11,0.671,0.725,95.85,9.43,0.7862,1.0685,5,Over_Voltage
86.45,58.41,68.89,287.21,292.75,285.05,202.64,207.44,228.15,288.34,212.75,1.531,7.24,91.98,10.48,0.8207,0.9791,5,Over_Voltage
85.17,51.73,66.06,242.28,239.32,242.54,192.63,184.5,186.2,241.38,187.78,0.853,2.586,67.99,14.33,0.8903,0.8779,0,Normal
38.67,84.45,83.14,245.45,242.86,236.09,202.51,196.8,204.86,241.47,201.39,2.227,2.278,72.93,-1.31,0.8287,0.9678,2,Low_Oil_Level
86.2,60.86,75.17,283.76,281.48,284.66,207.92,213.63,205.2,283.3,208.92,0.643,2.255,88.77,14.31,0.8124,1.0002,5,Over_Voltage
85.85,58.32,64.29,240.37,235.34,237.73,188.11,184.52,196.01,237.81,189.55,1.075,3.411,67.62,5.97,0.8826,0.9498,0,Normal
41.57,75.06,82.28,239.88,240.14,238.68,193.87,188.61,197.86,239.57,193.45,0.369,2.501,69.51,7.22,0.8015,0.9763,2,Low_Oil_Level
86.25,63.24,93.55,226.02,228.88,233.84,469.38,518.73,488.08,229.58,492.06,1.857,5.42,169.48,30.31,0.852,1.0219,6,Over_Current
81.86,68.14,80.53,289.64,290.95,287.36,210.85,194.46,217.78,289.32,207.7,0.676,6.375,90.11,12.38,0.8625,0.9546,5,Over_Voltage
81.39,97.76,117.49,237.51,242.3,241.78,268.79,279.26,241.31,240.53,263.12,1.254,8.289,94.92,19.73,0.8641,1.0351,1,Overheating
53.49,68.26,92.88,237.41,240.57,240.76,194.66,186.6,192.46,239.58,191.24,0.907,2.424,68.72,24.62,0.8485,1.0253,2,Low_Oil_Level
87.37,81.8,110.32,241.18,238.63,242.49,262.12,242.26,251.0,240.77,251.79,0.887,4.101,90.95,28.52,0.8828,0.9935,1,Overheating
83.51,73.72,81.18,220.28,226.83,238.08,331.85,375.41,344.31,228.4,350.52,4.242,7.101,120.11,7.46,0.7931,1.0207,6,Over_Current
85.15,99.08,107.06,239.35,237.07,241.36,240.64,250.64,258.5,239.26,249.93,0.917,3.718,89.7,7.98,0.8404,0.9158,1,Overheating
86.12,66.13,86.59,288.04,280.65,281.04,201.42,198.1,217.78,283.25,205.77,1.695,5.838,87.41,20.47,0.8133,1.0497,5,Over_Voltage
86.87,53.95,72.07,258.09,242.14,235.76,2.23,190.22,187.27,245.33,126.58,5.2,98.238,45.39,18.12,0.8556,18.6905,4,Open_Circuit
87.77,69.69,68.13,265.98,267.76,263.53,222.14,213.57,203.96,265.76,213.22,0.837,4.342,85.01,-1.56,0.8685,0.9454,5,Over_Voltage
93.18,54.56,76.91,239.21,239.96,266.09,191.18,179.84,1.38,248.42,124.13,7.114,98.885,44.63,22.35,0.9384,9.4455,4,Open_Circuit
84.58,74.38,81.84,238.52,227.66,231.85,231.42,230.91,253.71,232.68,238.68,2.511,6.298,83.3,7.46,0.8048,1.0346,6,Over_Current
30.81,64.46,85.35,239.0,235.44,239.72,192.86,183.49,184.47,238.06,186.94,1.098,3.168,66.76,20.89,0.8074,1.0158,2,Low_Oil_Level
86.3,89.98,114.36,135.01,149.77,171.85,2715.85,2504.35,2596.35,152.21,2605.52,12.901,4.234,593.97,24.38,0.7071,0.3649,3,Short_Circuit
89.21,48.22,75.42,240.06,293.73,239.43,199.34,1.94,187.83,257.74,129.7,13.966,98.503,46.7,27.2,0.8993,20.1524,4,Open_Circuit
89.2,49.48,75.62,237.54,239.06,296.34,204.47,196.38,1.1,257.65,133.98,15.018,99.182,47.92,26.14,0.9061,11.0397,4,Open_Circuit
82.15,51.16,71.47,240.66,286.22,235.99,168.47,1.53,210.27,254.29,126.75,12.558,98.794,45.3,20.32,0.8568,7.5155,4,Open_Circuit
85.16,61.52,60.2,240.73,245.03,237.31,191.79,185.87,208.33,241.02,195.33,1.662,6.656,70.58,-1.31,0.9142,0.9964,0,Normal
84.87,61.31,92.55,236.26,232.44,279.77,198.34,187.86,1.86,249.49,129.36,12.135,98.559,45.52,31.24,0.879,13.3304,4,Open_Circuit
81.48,85.5,97.7,231.54,222.95,231.14,300.81,285.19,284.16,228.54,290.05,2.446,3.709,99.46,12.2,0.8659,0.9087,6,Over_Current
39.37,73.28,107.72,237.84,240.64,241.1,188.33,193.87,186.03,239.86,189.41,0.842,2.355,68.15,34.44,0.8494,0.9809,2,Low_Oil_Level
85.56,50.35,64.05,237.15,244.22,237.47,204.94,209.31,190.78,239.61,201.68,1.922,5.404,72.51,13.69,0.8782,1.0135,0,Normal
87.86,75.05,77.4,318.5,319.37,320.67,201.98,212.41,200.2,319.51,204.87,0.363,3.685,98.18,2.36,0.8473,1.0238,5,Over_Voltage
82.41,57.73,57.89,238.66,236.61,237.67,182.73,193.99,193.71,237.65,190.14,0.438,3.9,67.77,0.16,0.8771,1.0114,0,Normal
91.28,60.46,78.82,269.59,269.14,268.56,209.79,194.59,201.61,269.1,202.0,0.199,3.859,81.54,18.35,0.8407,1.0486,5,Over_Voltage
85.29,72.84,126.93,227.32,233.17,227.51,439.45,437.89,433.03,229.33,436.79,1.671,0.861,150.26,54.09,0.8191,1.0102,6,Over_Current
85.58,75.16,106.24,236.38,222.06,231.85,330.38,302.14,315.11,230.09,315.88,3.492,4.592,109.12,31.08,0.7813,1.0669,6,Over_Current
91.28,60.54,72.01,240.17,287.29,238.79,181.81,1.42,197.24,255.42,126.83,12.479,98.881,45.59,11.47,0.882,6.2264,4,Open_Circuit
87.93,60.19,73.83,264.37,260.4,267.74,216.54,204.14,205.2,264.17,208.62,1.427,3.793,82.67,13.64,0.8754,1.0062,5,Over_Voltage
87.82,49.27,74.18,315.43,307.98,312.79,209.76,213.62,196.4,312.07,206.59,1.31,4.933,96.69,24.91,0.7948,1.0265,5,Over_Voltage
84.75,65.23,80.56,298.77,304.86,302.57,226.12,204.63,198.6,302.07,209.78,1.092,7.787,95.02,15.34,0.8065,1.0295,5,Over_Voltage
85.93,53.87,81.7,240.08,236.98,268.05,195.97,187.72,3.28,248.37,128.99,7.923,97.46,46.21,27.83,0.9107,13.4274,4,Open_Circuit
81.86,90.96,105.95,241.36,244.78,240.63,265.66,283.09,256.82,242.26,268.52,1.043,5.424,97.61,14.99,0.8643,0.9853,1,Overheating
87.87,72.58,100.81,227.13,222.76,224.15,403.52,404.18,423.73,224.68,410.48,1.089,3.229,138.33,28.23,0.826,1.057,6,Over_Current
81.95,76.33,86.18,228.66,226.78,229.93,282.75,267.19,272.4,228.46,274.11,0.733,3.15,93.94,9.85,0.8363,0.9783,6,Over_Current
86.52,74.03,77.83,272.83,270.61,270.35,226.24,222.12,202.75,271.26,217.04,0.578,6.582,88.32,3.81,0.8654,1.0195,5,Over_Voltage
87.42,95.7,142.66,191.09,176.15,129.58,1534.74,1457.28,1603.92,165.6,1531.98,21.754,4.876,378.9,46.96,0.7473,0.4312,3,Short_Circuit
89.51,56.25,62.87,237.69,242.47,235.78,187.05,190.51,189.89,238.65,189.15,1.601,1.112,67.71,6.62,0.8759,1.0305,0,Normal
43.46,67.02,91.3,242.6,239.43,243.67,189.87,193.29,193.07,241.9,192.08,1.021,1.149,69.69,24.28,0.842,1.0222,2,Low_Oil_Level
83.6,89.91,103.64,147.61,201.2,153.07,2332.52,2489.48,2477.03,167.29,2433.01,20.267,4.13,612.17,13.73,0.6529,0.0983,3,Short_Circuit
81.81,92.38,98.36,244.14,238.68,239.48,245.71,243.5,287.18,240.76,258.8,1.402,10.968,93.44,5.97,0.8845,0.9967,1,Overheating
40.65,62.41,100.36,240.95,241.92,238.06,203.4,206.56,211.08,240.31,207.01,0.938,1.964,74.61,37.94,0.8187,1.0228,2,Low_Oil_Level
50.35,76.1,90.8,248.2,238.73,244.27,193.57,193.33,201.72,243.73,196.21,2.053,2.808,71.74,14.7,0.8405,0.9988,2,Low_Oil_Level
85.05,56.25,73.5,241.57,273.83,241.86,207.72,2.03,194.71,252.42,134.82,8.482,98.497,48.91,17.25,0.9127,19.5713,4,Open_Circuit
87.01,55.08,65.34,238.23,241.06,237.01,197.27,200.56,185.5,238.77,194.45,0.961,4.601,69.66,10.26,0.8742,1.0887,0,Normal
87.4,61.12,57.91,242.67,239.2,233.64,199.29,182.41,191.95,238.5,191.22,2.038,4.606,68.42,-3.21,0.8681,0.981,0,Normal
53.18,69.92,95.7,238.03,242.0,236.7,196.13,202.96,194.25,238.91,197.78,1.293,2.619,70.89,25.78,0.7873,0.9981,2,Low_Oil_Level
49.82,61.32,85.86,243.07,240.8,242.41,185.96,199.86,188.47,242.09,191.43,0.534,4.405,69.51,24.54,0.8505,0.954,2,Low_Oil_Level
81.99,56.55,88.96,280.16,280.82,279.48,229.84,215.08,209.32,280.16,218.08,0.24,5.393,91.65,32.42,0.83,0.9464,5,Over_Voltage
87.4,92.8,130.25,163.7,184.26,163.25,2635.52,2643.21,2683.92,170.4,2654.22,8.129,1.119,678.32,37.45,0.7897,0.4645,3,Short_Circuit
91.41,74.08,107.15,233.52,228.49,225.85,416.66,403.96,409.59,229.29,410.07,1.847,1.608,141.05,33.07,0.821,0.9908,6,Over_Current
80.04,53.04,68.11,236.86,243.18,244.59,193.54,202.75,205.66,241.54,200.65,1.94,3.545,72.72,15.07,0.8584,0.929,0,Normal
88.66,66.22,80.63,320.0,320.47,325.25,204.22,221.47,209.31,321.91,211.67,1.039,4.631,102.2,14.41,0.8052,1.0161,5,Over_Voltage
79.28,70.34,82.05,305.01,306.61,308.99,206.69,220.17,191.7,306.87,206.19,0.691,7.028,94.89,11.71,0.8426,0.9087,5,Over_Voltage
89.59,52.46,60.77,237.47,239.36,238.77,180.49,190.55,212.52,238.53,194.52,0.447,9.254,69.61,8.31,0.9189,0.9615,0,Normal
79.31,86.73,105.64,241.11,244.25,242.69,255.81,236.21,276.38,242.68,256.13,0.647,7.904,93.22,18.92,0.8897,1.0057,1,Overheating
86.67,72.99,88.67,224.25,232.85,224.66,346.5,333.51,349.85,227.25,343.29,2.464,2.847,116.98,15.67,0.836,0.8617,6,Over_Current
33.1,72.88,92.75,243.11,239.57,237.8,189.82,195.15,194.44,240.16,193.14,1.228,1.717,69.57,19.87,0.8771,1.0373,2,Low_Oil_Level
78.91,87.25,134.14,239.79,239.38,239.68,244.0,259.66,216.06,239.62,239.91,0.097,9.94,86.23,46.89,0.8547,1.0735,1,Overheating
88.16,54.16,62.12,237.94,238.19,241.97,200.91,193.34,196.79,239.37,197.01,1.089,1.978,70.74,7.96,0.8831,0.9929,0,Normal
84.76,91.18,140.88,132.28,150.38,148.54,2804.36,2704.77,2783.23,143.73,2764.12,7.969,2.147,595.56,49.7,0.6193,0.3649,3,Short_Circuit
83.28,77.58,156.28,192.37,204.18,174.04,2533.39,2441.24,2593.94,190.2,2522.86,8.496,3.235,718.62,78.7,0.652,0.2805,3,Short_Circuit
77.35,76.86,104.6,238.61,237.83,237.85,257.28,248.23,281.52,238.1,262.35,0.214,7.309,93.69,27.74,0.8257,0.9531,1,Overheating
36.18,69.34,99.16,240.34,237.16,237.84,197.09,199.66,197.68,238.45,198.14,0.795,0.764,70.87,29.83,0.8178,1.0289,2,Low_Oil_Level
87.29,57.62,81.96,238.51,241.42,274.91,188.86,191.01,2.02,251.61,127.3,9.26,98.411,45.86,24.33,0.9072,19.5018,4,Open_Circuit
88.99,70.77,114.16,229.72,225.49,233.06,289.71,305.81,297.54,229.42,297.69,1.713,2.729,102.43,43.39,0.8298,1.0797,6,Over_Current
83.37,59.31,78.18,239.63,237.29,294.87,193.42,191.19,1.82,257.27,128.81,14.618,98.586,46.13,18.88,0.8895,6.1592,4,Open_Circuit
83.03,78.37,104.83,226.76,234.95,227.78,298.35,274.98,263.35,229.83,278.89,2.228,6.975,96.12,26.46,0.8095,0.9756,6,Over_Current
34.62,82.3,94.81,237.52,241.02,240.62,197.81,190.58,202.03,239.72,196.81,0.918,3.164,70.77,12.51,0.8544,0.9764,2,Low_Oil_Level
85.95,94.82,126.8,189.5,184.64,120.8,1637.55,1646.99,1556.04,164.98,1613.53,26.779,3.563,401.19,31.98,0.6643,0.1285,3,Short_Circuit
88.16,56.93,81.06,268.43,238.99,237.63,1.49,179.59,195.8,248.35,125.63,8.086,98.81,44.92,24.13,0.8864,20.7719,4,Open_Circuit
86.72,82.92,132.48,177.32,194.37,172.77,3617.57,3455.42,3371.2,181.49,3481.4,7.102,3.911,947.77,49.56,0.6385,0.4254,3,Short_Circuit
88.27,59.8,62.78,235.19,236.93,240.32,201.04,181.83,193.98,237.48,192.28,1.197,5.437,68.49,2.98,0.877,0.9887,0,Normal
86.4,87.05,121.3,218.19,234.27,223.07,454.36,470.48,456.78,225.18,460.54,4.04,2.159,155.63,34.24,0.8024,0.9254,6,Over_Current
85.92,58.57,77.83,242.48,236.95,277.24,201.09,187.07,1.81,252.22,129.99,9.919,98.609,46.79,19.26,0.8763,17.2389,4,Open_Circuit
90.97,77.12,118.37,232.7,223.22,220.93,355.53,367.13,360.24,225.62,360.97,3.141,1.708,122.14,41.25,0.8359,0.9901,6,Over_Current
87.66,56.02,63.37,243.28,240.12,239.22,194.1,192.74,189.89,240.87,192.24,0.999,1.224,69.46,7.35,0.8873,1.0017,0,Normal
85.84,53.71,67.24,239.42,236.45,246.05,178.01,188.31,195.82,240.64,187.38,2.247,5.0,67.66,13.53,0.8485,0.9947,0,Normal
85.08,54.83,81.0,241.7,240.37,277.8,195.56,183.85,1.74,253.29,127.05,9.678,98.633,45.97,26.18,0.8679,10.9774,4,Open_Circuit
87.03,71.75,138.23,135.92,153.56,174.56,1786.37,1710.06,1800.83,154.68,1765.75,12.855,3.154,409.87,66.47,0.7486,0.4259,3,Short_Circuit
90.79,82.4,126.16,233.12,227.46,226.11,424.97,419.25,392.01,228.89,412.07,1.846,4.87,141.53,43.77,0.8019,0.9341,6,Over_Current
85.0,51.67,56.92,234.22,235.57,238.26,208.15,195.39,190.84,236.02,198.13,0.949,5.057,70.12,5.25,0.9038,0.9195,0,Normal
30.85,72.85,91.29,239.08,237.34,243.96,198.61,195.4,185.0,240.13,193.0,1.596,4.148,69.5,18.44,0.8523,1.0486,2,Low_Oil_Level
92.4,90.92,132.63,135.66,114.38,149.24,1692.27,1819.93,1867.16,133.09,1793.12,14.06,5.624,358.19,41.71,0.6563,0.1823,3,Short_Circuit
42.59,69.56,88.82,240.2,241.63,242.38,194.65,188.73,198.87,241.41,194.08,0.498,2.758,70.28,19.26,0.8656,1.023,2,Low_Oil_Level
80.9,96.69,108.67,237.2,239.11,238.66,283.05,277.08,255.97,238.32,272.03,0.471,5.904,97.24,11.98,0.8551,1.0078,1,Overheating
32.05,74.07,94.18,243.14,242.43,237.08,192.46,190.15,193.87,240.88,192.16,1.579,1.046,69.43,20.11,0.8109,0.9785,2,Low_Oil_Level
87.76,71.01,90.63,229.42,226.23,228.96,283.02,296.44,287.7,228.2,289.05,0.866,2.554,98.93,19.62,0.8127,1.072,6,Over_Current
40.76,61.78,89.35,237.99,239.27,239.67,196.75,197.45,203.45,238.97,199.21,0.413,2.125,71.41,27.58,0.8318,1.0355,2,Low_Oil_Level
87.43,99.44,121.42,203.68,203.11,138.88,3189.64,3160.26,3296.9,181.89,3215.6,23.645,2.528,874.72,21.98,0.6525,0.1812,3,Short_Circuit
50.85,67.72,75.29,242.53,235.27,245.7,196.88,191.66,191.88,241.16,193.47,2.444,1.762,69.99,7.57,0.847,1.0112,2,Low_Oil_Level
86.08,53.2,55.06,242.94,242.94,237.0,200.58,200.12,190.68,240.96,197.12,1.643,3.271,71.27,1.86,0.882,0.9919,0,Normal
92.13,58.49,65.63,241.15,239.02,238.34,187.95,192.47,200.43,239.5,193.62,0.686,3.517,69.55,7.14,0.8668,1.0375,0,Normal
86.8,69.98,101.98,221.92,223.25,232.29,349.36,331.63,345.62,225.82,342.21,2.866,3.09,115.93,32.0,0.8197,1.0245,6,Over_Current
86.85,93.93,98.08,238.02,243.35,237.38,230.21,240.3,291.57,239.58,254.03,1.571,14.779,91.24,4.15,0.852,0.9601,1,Overheating
84.19,73.55,115.41,223.72,225.15,221.09,418.18,401.26,391.92,223.32,403.79,0.996,3.565,135.27,41.85,0.872,1.0931,6,Over_Current
88.48,64.72,71.35,291.89,282.24,286.94,212.67,206.11,207.06,287.02,208.61,1.695,1.945,89.83,6.63,0.8576,0.9623,5,Over_Voltage
38.6,65.44,80.21,242.95,243.99,236.55,205.66,192.83,193.84,241.16,197.44,1.913,4.16,71.43,14.76,0.8637,0.9981,2,Low_Oil_Level
86.78,61.05,75.4,301.66,306.14,308.27,213.68,216.92,200.72,305.36,210.44,1.212,4.62,96.37,14.35,0.8472,1.0802,5,Over_Voltage
40.79,64.54,90.03,239.26,239.42,242.02,194.06,197.57,190.74,240.23,194.12,0.742,1.776,69.95,25.49,0.8007,1.0224,2,Low_Oil_Level
87.92,70.63,87.16,222.87,221.05,227.81,343.08,312.13,314.59,223.91,323.27,1.742,6.13,108.56,16.53,0.7877,1.0051,6,Over_Current
